"SelectedVars","N","test_auc_mean","test_auc_std","best_nrounds","val_auc","time_secs","Avg_AUC","Max_Diff","MissingValues","UniqueCount"
"PropertyField13",131,0.953981,0.00044,97,0.954335813809363,26,0.954158406904682,0.00244332976794759,0,4
"GeographicField29B",218,0.95397,0.000333,99,0.954335978840787,26,0.954152989420394,0.00244874725223543,8,25
"month",288,0.953959,0.000379,98,0.954346334562652,24,0.954152667281326,0.00244906939130307,0,12
"PersonalField17",52,0.954031,0.000356,107,0.954250402528417,26,0.954140701264208,0.00246103540842091,0,66
"GeographicField28B",216,0.953848,0.000445,150,0.954430408047977,27,0.954139204023989,0.00246253264864049,5,25
"GeographicField57A",273,0.954019,0.000357,102,0.954255280787908,26,0.954137140393954,0.00246459627867501,11,25
"GeographicField58B",276,0.953897,0.00036,112,0.954372626227807,26,0.954134813113904,0.00246692355872558,11,25
"GeographicField59B",278,0.953924,0.000508,99,0.954340984151341,26,0.95413249207567,0.00246924459695885,2,25
"SalesField1A",23,0.953946,0.000316,109,0.954318669820625,26,0.954132334910312,0.0024694017623168,0,25
"GeographicField33A",225,0.953888,0.000498,98,0.954372265317964,26,0.954130132658982,0.00247160401364743,15,25
"GeographicField36B",232,0.954003,0.000332,150,0.954252889181814,27,0.954127944590907,0.00247379208172194,13,25
"PropertyField26A",147,0.953843,0.000513,101,0.954401747333594,26,0.954122373666797,0.0024793630058324,60,25
"GeographicField4A",168,0.953952,4e-04,101,0.954285628832928,26,0.954118814416464,0.00248292225616531,0,25
"GeographicField29A",217,0.953924,0.000208,99,0.95430748277224,26,0.95411574138612,0.00248599528650895,8,25
"GeographicField52A",263,0.953903,0.000211,109,0.954325997331533,26,0.954114498665766,0.00248723800686279,1248,25
"GeographicField61B",282,0.954057,0.000406,97,0.954170395448229,26,0.954113697724115,0.00248803894851457,12,24
"GeographicField57B",274,0.954003,0.000395,119,0.954221714437325,26,0.954112357218662,0.00248937945396688,11,25
"GeographicField4B",169,0.953914,0.000398,128,0.954306905740637,27,0.954110452870319,0.00249128380231056,0,25
"GeographicField54B",268,0.953957,0.000423,99,0.954262632590825,26,0.954109816295412,0.00249192037721668,1544,25
"GeographicField32A",223,0.953924,0.000427,97,0.954258651978893,26,0.954091325989446,0.00251041068318281,16,25
"GeographicField58A",275,0.953944,0.000274,112,0.954232031407652,26,0.954088015703826,0.00251372096880331,11,25
"GeographicField56B",272,0.953874,0.000539,99,0.954302005888249,26,0.954088002944124,0.00251373372850483,1553,24
"GeographicField37B",234,0.953857,0.000269,87,0.954308917543103,26,0.954082958771552,0.00251877790107757,3101,25
"GeographicField54A",267,0.95393,0.000307,101,0.954226758306622,26,0.954078379153311,0.00252335751931831,1544,25
"GeographicField51B",262,0.953895,0.00043,97,0.954259566206712,26,0.954077283103356,0.00252445356927322,1248,25
"day",289,0.95387,0.000454,98,0.954215471969472,23,0.954042735984736,0.00255900068789328,0,31
"PropertyField2B",120,0.953757,0.000327,149,0.954215402178145,27,0.953986201089073,0.00261553558355665,0,21
"GeographicField31A",221,0.953838,0.000397,101,0.954130303608612,26,0.953984151804306,0.00261758486832331,194,25
"GeographicField31B",222,0.953767,0.000332,93,0.954111214716828,26,0.953939107358414,0.00266262931421513,194,25
"SalesField8",30,0.953625,0.000178,101,0.954046115796611,28,0.953835557898305,0.00276617877432384,0,61530
