"SelectedVars","N","test_auc_mean","test_auc_std","best_nrounds","val_auc","time_secs","Avg_AUC","Max_Diff","MissingValues","UniqueCount"
"GeographicField1A",162,0.954101,0.000291,103,0.954475900618067,26,0.954288450309034,0.00231328636359562,2,25
"PersonalField40",72,0.954143,0.000373,113,0.954430433111161,25,0.95428671655558,0.00231502011704876,0,10
"GeographicField46A",251,0.954032,0.000232,109,0.954540353100942,26,0.954286176550471,0.00231556012215817,2,25
"PersonalField67",99,0.9541,0.000356,140,0.954471137842013,26,0.954285568921007,0.00231616775162247,0,3
"PersonalField44",76,0.954116,0.000359,127,0.954453494324747,26,0.954284747162374,0.00231698951025561,0,12
"PersonalField30",62,0.954101,0.000416,129,0.95446676740118,26,0.95428388370059,0.00231785297203935,0,12
"PersonalField59",91,0.954132,0.000351,112,0.954432459373156,25,0.954282229686578,0.00231950698605121,0,7
"GeographicField60A",279,0.954147,0.000473,118,0.954417220957544,26,0.954282110478772,0.00231962619385717,254239,1
"PropertyField1A",117,0.954021,0.000148,109,0.95454233598435,26,0.954281667992175,0.00232006868045409,27,25
"GeographicField39A",237,0.954024,0.000563,112,0.954534639466262,26,0.954279319733131,0.00232241693949797,95,25
"GeographicField50B",260,0.953992,0.00046,93,0.954566214836102,26,0.954279107418051,0.00232262925457827,1248,25
"PropertyField22",142,0.954133,0.000284,111,0.954422506975753,25,0.954277753487877,0.00232398318475258,0,5
"GeographicField14A",187,0.954113,0.000224,109,0.954440608763691,25,0.954276804381846,0.00232493229078345,253814,1
"CoverageField2A",9,0.954153,0.000302,116,0.954398724713655,27,0.954275862356827,0.00232587431580167,0,25
"PersonalField74",106,0.954103,0.00038,109,0.954445451549139,25,0.954274225774569,0.00232751089805983,0,8
"PersonalField80",112,0.954111,0.00027,111,0.954436859697016,25,0.954273929848508,0.00232780682412104,0,14
"GeographicField49A",257,0.953909,0.000656,112,0.954636589556461,26,0.954272794778231,0.00232894189439858,1248,25
"GeographicField55A",269,0.954052,0.000523,101,0.954490989425753,26,0.954271494712876,0.00233024195975284,1553,25
"PersonalField26",59,0.954065,0.000218,125,0.954477793081221,25,0.95427139654061,0.00233034013201883,0,14
"GeographicField18B",196,0.953963,0.000236,112,0.954578540909783,26,0.954270770454891,0.00233096621773776,2,24
"PropertyField38",159,0.9541,0.000385,112,0.954440626115126,26,0.954270313057563,0.00233142361506611,0,3
"GeographicField42A",243,0.954078,0.000183,132,0.954462224409967,27,0.954270112204983,0.0023316244676459,2,25
"PropertyField2A",119,0.954077,0.000402,112,0.954463018334505,25,0.954270009167252,0.00233172750537691,254151,1
"PropertyField30",152,0.954143,0.000556,132,0.954394905277272,26,0.954268952638636,0.00233278403399306,0,2
"GeographicField2B",165,0.953853,0.000397,145,0.954683942585947,27,0.954268471292973,0.00233326537965572,1260,25
"PropertyField39B",161,0.954013,0.000247,112,0.954523707676763,26,0.954268353838381,0.00233338283424767,53,25
"GeographicField34A",227,0.954026,0.000357,109,0.954508669381032,26,0.954267334690516,0.0023344019821131,12,25
"GeographicField17A",193,0.954091,0.000325,112,0.95444355002468,26,0.95426727501234,0.00233446166028894,2,25
"GeographicField63",285,0.954105,0.000336,128,0.954425920966943,26,0.954265460483471,0.00233627618915766,0,3
"PersonalField49",81,0.954092,0.000386,142,0.954436358433345,26,0.954264179216672,0.00233755745595676,0,7
"GeographicField30B",220,0.954076,0.000348,112,0.95445209714866,26,0.95426404857433,0.00233768809829926,49,25
"PersonalField51",83,0.954144,0.000312,147,0.954379598805477,26,0.954261799402738,0.00233993726989068,0,7
"PropertyField19",138,0.954108,0.000241,114,0.95441424576486,26,0.95426112288243,0.00234061379019912,0,10
"PersonalField41",73,0.954113,0.000326,146,0.954408098922692,26,0.954260549461346,0.00234118721128307,0,10
"PersonalField39",71,0.9541,0.000453,113,0.954420698570661,25,0.954260349285331,0.0023413873872985,0,9
"PersonalField53",85,0.95415,0.000274,112,0.954369498920878,25,0.954259749460439,0.00234198721218992,0,7
"GeographicField2A",164,0.954063,0.000428,88,0.954455982134907,26,0.954259491067454,0.0023422456051756,1260,25
"PropertyField23",143,0.954087,0.000341,115,0.954430827952699,26,0.95425891397635,0.00234282269627961,0,13
"PersonalField48",80,0.954117,0.000333,110,0.954400798595699,25,0.954258899297849,0.0023428373747798,0,7
"GeographicField30A",219,0.954097,0.000511,113,0.954419729975013,26,0.954258364987506,0.00234337168512266,49,25
"GeographicField10B",180,0.954149,0.000393,113,0.954366653092781,26,0.95425782654639,0.0023439101262388,2,1
"PersonalField64",96,0.954149,0.000393,113,0.954366653092781,25,0.95425782654639,0.0023439101262388,0,3
"PersonalField65",97,0.954149,0.000393,113,0.954366653092781,25,0.95425782654639,0.0023439101262388,0,3
"PersonalField69",101,0.954149,0.000393,113,0.954366653092781,25,0.95425782654639,0.0023439101262388,0,6
"PersonalField70",102,0.954149,0.000393,113,0.954366653092781,25,0.95425782654639,0.0023439101262388,0,7
"PersonalField71",103,0.954149,0.000393,113,0.954366653092781,25,0.95425782654639,0.0023439101262388,0,7
"PersonalField72",104,0.954149,0.000393,113,0.954366653092781,25,0.95425782654639,0.0023439101262388,0,8
"PersonalField73",105,0.954149,0.000393,113,0.954366653092781,25,0.95425782654639,0.0023439101262388,0,7
"PersonalField8",43,0.954149,0.000393,113,0.954366653092781,25,0.95425782654639,0.0023439101262388,0,3
"PropertyField20",139,0.954149,0.000393,113,0.954366653092781,25,0.95425782654639,0.0023439101262388,0,3
"PropertyField29",151,0.954149,0.000393,113,0.954366653092781,25,0.95425782654639,0.0023439101262388,200685,2
"PropertyField5",123,0.954149,0.000393,113,0.954366653092781,26,0.95425782654639,0.0023439101262388,0,2
"PropertyField9",126,0.954149,0.000393,113,0.954366653092781,25,0.95425782654639,0.0023439101262388,0,3
"SalesField9",31,0.954127,0.000283,111,0.954387715035493,25,0.954257357517746,0.00234437915488295,0,2
"PersonalField61",93,0.954066,0.000352,113,0.954446298106362,25,0.954256149053181,0.00234558761944803,0,7
"PersonalField34",66,0.954072,0.000494,121,0.954438412843223,26,0.954255206421611,0.00234653025101772,0,7
"SalesField15",37,0.954066,0.000349,141,0.954441172878115,26,0.954253586439058,0.00234815023357138,0,12
"PersonalField82",114,0.954036,0.000241,136,0.954465332051936,26,0.954250666025968,0.00235107064666118,0,14
"PersonalField76",108,0.954072,0.000431,126,0.954427074837356,26,0.954249537418678,0.00235219925395125,0,10
"PersonalField7",42,0.954097,0.000271,112,0.954402024185375,26,0.954249512092688,0.00235222457994155,0,3
"PersonalField58",90,0.954152,0.000342,150,0.9543442762969,26,0.95424813814845,0.00235359852417938,0,7
"SalesField13",35,0.954086,0.000316,139,0.95440498800323,26,0.954245494001615,0.00235624267101442,0,8
"PersonalField33",65,0.954085,0.000357,112,0.954403585043331,25,0.954244292521665,0.00235744415096384,0,12
"PersonalField18",53,0.954138,0.000284,112,0.954348936506694,26,0.954243468253347,0.00235826841928199,0,61
"PersonalField52",84,0.954099,0.000337,144,0.954381875699308,26,0.954240437849654,0.00236129882297531,0,7
"PersonalField42",74,0.954113,0.00029,138,0.954367543414179,26,0.954240271707089,0.00236146496553991,0,10
"GeographicField35A",229,0.954023,0.000395,112,0.954453754596269,26,0.954238377298134,0.00236335937449472,23,25
"PersonalField66",98,0.954149,0.000393,113,0.95432392402787,25,0.954236462013935,0.00236527465869396,0,3
"PersonalField68",100,0.954149,0.000393,113,0.95432392402787,25,0.954236462013935,0.00236527465869396,0,4
"GeographicField21A",201,0.954077,0.000307,107,0.954395184635372,25,0.954236092317686,0.00236564435494313,254285,1
"PersonalField14",49,0.954098,0.00047,149,0.954373827332681,27,0.954235913666341,0.0023658230062884,0,30
"GeographicField56A",271,0.954102,0.000368,113,0.954368532060374,25,0.954235266030187,0.00236647064244233,254153,1
"PersonalField54",86,0.954069,0.000319,132,0.954401393557118,25,0.954235196778559,0.00236653989407021,0,11
"PersonalField29",61,0.954108,0.000282,112,0.954362190882136,25,0.954235095441068,0.00236664123156105,0,7
"PersonalField60",92,0.954077,0.000334,149,0.954393146420166,26,0.954235073210083,0.00236666346254588,0,7
"CoverageField1B",8,0.954006,0.000291,146,0.954461641787345,27,0.954233820893673,0.00236791577895645,362,25
"PersonalField83",115,0.954057,0.000289,140,0.954408807439612,26,0.954232903719806,0.00236883295282297,0,7
"PropertyField17",136,0.954032,0.000285,147,0.954433424305723,26,0.954232712152862,0.00236902451976739,0,8
"PersonalField32",64,0.954113,0.00031,112,0.95435232485632,25,0.95423266242816,0.0023690742444693,0,12
"PersonalField47",79,0.954072,0.000418,103,0.954393283496501,25,0.954232641748251,0.00236909492437853,0,12
"PropertyField21B",141,0.95405,9.1e-05,137,0.954414293384909,27,0.954232146692454,0.00236958998017478,5,25
"PersonalField62",94,0.954076,0.000296,125,0.954388164823241,25,0.95423208241162,0.00236965426100877,0,7
"PersonalField22",55,0.954093,0.000293,133,0.954369680339769,26,0.954231340169884,0.00237039650274484,0,7
"GeographicField18A",195,0.954094,0.000386,144,0.954366879432608,26,0.954230439716304,0.00237129695632532,254135,1
"GeographicField60B",280,0.954028,0.000414,112,0.954432203150302,26,0.954230101575151,0.00237163509747806,12,25
"PersonalField37",69,0.954099,0.000346,112,0.954358352359175,25,0.954228676179588,0.00237306049304165,0,6
"GeographicField3B",167,0.953998,0.000383,128,0.954458483633421,27,0.954228241816711,0.00237349485591842,0,25
"PersonalField81",113,0.954004,0.000377,138,0.954452444177355,25,0.954228222088678,0.00237351458395141,0,14
"PersonalField43",75,0.954092,0.00035,149,0.954363592685273,26,0.954227796342636,0.00237394032999272,0,7
"PropertyField11A",128,0.954095,0.000451,112,0.954353122636732,25,0.954224061318366,0.00237767535426303,254268,1
"PersonalField63",95,0.954051,0.000268,109,0.954392165100133,25,0.954221582550066,0.00238015412256276,0,7
"PropertyField10",127,0.954096,0.000408,146,0.954346871300368,27,0.954221435650184,0.00238030102244513,0,5
"PersonalField77",109,0.954038,0.000405,113,0.95440179688158,25,0.95421989844079,0.00238183823183924,0,11
"GeographicField42B",244,0.953978,0.000352,119,0.95445943719116,26,0.95421871859558,0.00238301807704944,2,25
"PersonalField4B",39,0.954129,0.000327,99,0.95430719300328,26,0.95421809650164,0.00238364017098935,24526,25
"GeographicField3A",166,0.953889,0.000311,113,0.954547122474031,26,0.954218061237016,0.00238367543561346,0,25
"CoverageField4B",14,0.954013,0.000185,140,0.954417305401193,28,0.954215152700597,0.00238658397203262,0,25
"GeographicField28A",215,0.953959,0.000339,93,0.954470610936777,27,0.954214805468389,0.00238693120424049,5,25
"SalesField14",36,0.953963,0.000338,149,0.954465039391069,26,0.954214019695535,0.0023877169770945,0,12
"PropertyField36",158,0.954112,0.000271,107,0.954309543544311,25,0.954210771772156,0.00239096490047352,0,3
"PersonalField25",58,0.954057,0.000339,116,0.954361412381096,25,0.954209206190548,0.00239253048208132,0,14
"GeographicField23A",205,0.954067,0.000371,108,0.954351042006908,25,0.954209021003454,0.00239271566917498,254096,1
"PersonalField4A",38,0.954028,0.000531,119,0.954385390521613,26,0.954206695260807,0.00239504141182256,24526,25
"GeographicField37A",233,0.953917,0.00038,113,0.954496195434568,26,0.954206597717284,0.00239513895534516,3101,25
"PropertyField39A",160,0.953918,0.000344,107,0.954493589249064,26,0.954205794624532,0.00239594204809712,53,25
"PersonalField23",56,0.95406,0.000343,97,0.954347880189904,25,0.954203940094952,0.00239779657767736,0,13
"PersonalField78",110,0.954054,0.000429,97,0.954351774623043,25,0.954202887311522,0.00239884936110746,0,7
"PersonalField57",89,0.954032,0.000255,144,0.954371005218211,26,0.954201502609106,0.00240023406352363,0,13
"PersonalField56",88,0.954051,0.000294,146,0.954350646972576,26,0.954200823486288,0.00240091318634095,0,12
"PropertyField26B",148,0.953999,0.00055,112,0.954383903118065,26,0.954191451559033,0.00241028511359664,60,25
"GeographicField22A",203,0.954106,0.000277,107,0.954273714373838,25,0.954189857186919,0.00241187948570998,254158,1
"GeographicField59A",277,0.95406,0.00049,101,0.954318585376976,26,0.954189292688488,0.00241244398414131,2,25
"GeographicField52B",264,0.9539,0.000433,111,0.954477073382265,26,0.954188536691132,0.00241319998149692,1248,25
"GeographicField33B",226,0.954051,0.000474,101,0.954323788879473,26,0.954187394439736,0.00241434223289283,15,25
"GeographicField34B",228,0.954047,0.000468,102,0.954323099449131,26,0.954185049724565,0.00241668694806374,12,25
"GeographicField36A",231,0.953995,0.000407,109,0.954370829390339,26,0.954182914695169,0.0024188219774598,13,25
"GeographicField35B",230,0.953816,0.000283,126,0.954547524256143,26,0.954181762128072,0.00241997454455745,23,25
"GeographicField46B",252,0.95399,0.000263,98,0.954366982770042,26,0.954178491385021,0.0024232452876084,2,25
"PersonalField24",57,0.954028,0.000339,99,0.954312877911695,25,0.954170438955848,0.00243129771678163,0,14
"GeographicField51A",261,0.953897,0.000277,132,0.954438754859282,27,0.954167877429641,0.00243385924298822,1248,25
"GeographicField32B",224,0.95402,0.000379,99,0.954315650863767,26,0.954167825431883,0.00243391124074588,16,25
"GeographicField62B",284,0.954074,0.000244,103,0.954254265921767,26,0.954164132960884,0.00243760371174551,22,18
"SalesField7",29,0.953998,0.000424,111,0.954321453569145,26,0.954159726784573,0.00244200988805665,0,7
"GeographicField39B",238,0.953891,0.000283,94,0.95442754255492,26,0.95415927127746,0.00244246539516912,95,25
"PropertyField11B",129,0.954058,0.000323,130,0.954259877954157,26,0.954158938977078,0.00244279769555078,0,5
