"SelectedVars","N","test_auc_mean","test_auc_std","best_nrounds","val_auc","time_secs","Avg_AUC","Max_Diff","MissingValues","UniqueCount"
"PersonalField84",115,0.957273,0.000643,124,0.957783786049246,34,0.957528393024623,0,124208,7
"SalesField10",32,0.957126,0.00067,131,0.957584917784934,35,0.957355458892467,0.000172934132155689,0,19
"SalesField4",27,0.957101,0.000667,98,0.957604253838267,34,0.957352626919133,0.000175766105489417,0,5
"SalesField6",28,0.95708,0.00041,125,0.957586525106176,35,0.957333262553088,0.000195130471534632,0,24
"PersonalField13",47,0.957106,0.000689,146,0.957445902523725,35,0.957275951261862,0.000252441762760292,0,4
"GeographicField11B",181,0.95715,0.000597,105,0.957400943028271,35,0.957275471514135,0.000252921510487614,2,24
"GeographicField13A",184,0.956998,0.000557,110,0.957529658670587,34,0.957263829335294,0.000264563689329034,2,24
"GeographicField11A",180,0.957048,0.00045,96,0.957436882476751,34,0.957242441238376,0.00028595178624724,2,25
"CoverageField9",20,0.957038,0.000493,123,0.957389830591056,35,0.957213915295528,0.000314477729094875,0,12
"CoverageField8",19,0.956828,0.000542,97,0.957578067438483,34,0.957203033719241,0.000325359305381356,0,7
"GeographicField13B",185,0.956952,0.000582,99,0.957397579741829,35,0.957174789870914,0.000353603153708359,2,24
"GeographicField7B",174,0.956963,0.000772,121,0.957379842912402,35,0.957171421456201,0.000356971568421738,2,23
"GeographicField12A",182,0.956989,0.000522,100,0.957350059560188,35,0.957169529780094,0.000358863244528829,2,25
"GeographicField16A",190,0.9569,0.00066,120,0.957399796098432,35,0.957149898049216,0.000378494975407095,2,25
"GeographicField8B",176,0.956912,0.000696,117,0.957321805447759,35,0.95711690272388,0.000411490300743056,2,24
"GeographicField8A",175,0.956917,0.000493,99,0.957289112067139,34,0.957103056033569,0.000425336991053404,2,25
"GeographicField6A",171,0.956894,0.000502,100,0.957303875824613,34,0.957098937912306,0.000429455112316401,2,25
"GeographicField6B",172,0.956928,0.000502,113,0.957232894768005,35,0.957080447384002,0.000447945640620451,2,25
"CoverageField6A",17,0.956793,0.000573,162,0.95736721877963,36,0.957080109389815,0.000448283634807645,0,3
"CoverageField6B",18,0.956793,0.000573,162,0.95736721877963,36,0.957080109389815,0.000448283634807645,0,4
"GeographicField5B",170,0.956835,0.000591,98,0.957311718865927,34,0.957073359432964,0.000455033591659104,2,13
"GeographicField24B",207,0.956739,0.000582,95,0.957365594685335,34,0.957052297342667,0.000476095681955391,2,24
"CoverageField5A",15,0.956805,0.000772,123,0.957284583728248,35,0.957044791864124,0.000483601160498504,0,3
"CoverageField5B",16,0.956805,0.000772,123,0.957284583728248,34,0.957044791864124,0.000483601160498504,0,4
"SalesField3",26,0.956837,0.000635,130,0.957245302779017,35,0.957041151389508,0.000487241635114488,0,2
"GeographicField16B",191,0.956816,0.000661,96,0.957251513435906,35,0.957033756717953,0.000494636306669904,2,25
"GeographicField26B",211,0.956803,0.000506,105,0.957248931927998,34,0.957025965963999,0.000502427060623978,2,24
"GeographicField12B",183,0.956791,0.000596,97,0.957249459989996,35,0.957020229994998,0.000508163029624642,2,23
