"SelectedVars","N","test_auc_mean","test_auc_std","best_nrounds","val_auc","time_secs","Avg_AUC","Max_Diff","MissingValues","UniqueCount"
"GeographicField30A",221,0.947849,0.000262,90,0.94760182068127,25,0.947725410340635,0.0035437083259704,49,25
"SalesField9",31,0.947834,0.00017,77,0.947613380014328,24,0.947723690007164,0.00354542865944185,0,2
"GeographicField36B",234,0.94784,0.000359,85,0.947605463904193,25,0.947722731952097,0.00354638671450902,13,25
"CoverageField1B",8,0.947806,0.000205,78,0.947636434865721,25,0.947721217432861,0.00354790123374504,362,25
"Field11",5,0.947857,0.000232,68,0.947583916506895,25,0.947720458253447,0.00354866041315827,0,11
"PropertyField30",154,0.947791,0.000218,87,0.947649524016945,24,0.947720262008472,0.00354885665813309,0,2
"PropertyField19",140,0.947777,0.000174,100,0.947659312925273,25,0.947718156462637,0.00355096220396889,0,10
"PersonalField65",99,0.947808,0.00024,77,0.947628083427367,24,0.947718041713684,0.00355107695292189,0,3
"PersonalField36",70,0.947795,0.000168,116,0.947638441077169,24,0.947716720538585,0.00355239812802099,0,6
"PersonalField19",55,0.94773,0.000218,79,0.947701543811212,24,0.947715771905606,0.00355334676099961,0,57
"PropertyField17",138,0.94776,0.000189,78,0.947669752319612,24,0.947714876159806,0.00355424250679937,0,8
"GeographicField18A",197,0.947806,0.000228,76,0.947622522485314,24,0.947714261242657,0.00355485742394879,254135,1
"PersonalField67",101,0.94779,0.000288,77,0.947638121039594,23,0.947714060519797,0.00355505814680845,0,3
"PropertyField15",135,0.94776,0.000226,79,0.947665520690257,24,0.947712760345129,0.00355635832147705,0,15
"GeographicField52B",266,0.947707,0.000101,78,0.947718086861926,25,0.947712543430963,0.00355657523564279,1248,25
"PropertyField11A",130,0.947847,0.000253,75,0.947577713176167,24,0.947712356588083,0.00355676207852218,254268,1
"GeographicField10B",182,0.947808,0.00024,77,0.947616571521565,24,0.947712285760782,0.00355683290582309,2,1
"PersonalField64",98,0.947808,0.00024,77,0.947616571521565,24,0.947712285760782,0.00355683290582309,0,3
"PersonalField69",103,0.947808,0.00024,77,0.947616571521565,24,0.947712285760782,0.00355683290582309,0,6
"PersonalField70",104,0.947808,0.00024,77,0.947616571521565,23,0.947712285760782,0.00355683290582309,0,7
"PersonalField71",105,0.947808,0.00024,77,0.947616571521565,23,0.947712285760782,0.00355683290582309,0,7
"PersonalField73",107,0.947808,0.00024,77,0.947616571521565,24,0.947712285760782,0.00355683290582309,0,7
"PersonalField8",44,0.947808,0.00024,77,0.947616571521565,24,0.947712285760782,0.00355683290582309,0,3
"PropertyField20",141,0.947808,0.00024,77,0.947616571521565,24,0.947712285760782,0.00355683290582309,0,3
"PropertyField29",153,0.947808,0.00024,77,0.947616571521565,24,0.947712285760782,0.00355683290582309,200685,2
"PropertyField5",125,0.947808,0.00024,77,0.947616571521565,24,0.947712285760782,0.00355683290582309,0,2
"PropertyField9",128,0.947808,0.00024,77,0.947616571521565,24,0.947712285760782,0.00355683290582309,0,3
"PersonalField7",43,0.947789,0.000224,77,0.947634059261506,24,0.947711529630753,0.00355758903585268,0,3
"PropertyField38",161,0.947828,0.000227,72,0.947592845362439,24,0.94771042268122,0.00355869598538594,0,3
"PersonalField66",100,0.94781,0.000243,77,0.947610066468666,23,0.947710033234333,0.00355908543227268,0,3
