"SelectedVars","N","test_auc_mean","test_auc_std","val_auc","time_secs","TimeTaken","Max_Diff"
"PersonalField13",47,0.95804475,0.000534,0.958209566159554,182,4263,0.000311070738940877
"SalesField4",27,0.9580125,0.0005345,0.958468810813718,178,4263,5.18260847770513e-05
"SalesField10",32,0.95800025,0.00059175,0.958520636898495,183,4263,0
"SalesField6",28,0.95791475,0.00074975,0.958459257884903,185,4263,6.13790135924885e-05
"CoverageField9",20,0.95790075,0.0006065,0.958348543922385,191,4263,0.000172092976110205
"GeographicField11A",176,0.95787575,0.00068725,0.958327977363136,184,4263,0.000192659535359185
"GeographicField11B",177,0.95782275,0.0005975,0.958254059576191,189,4263,0.00026657732230384
"CoverageField8",19,0.95781875,0.00062675,0.958413481859847,185,4263,0.000107155038648776
"GeographicField12A",178,0.95781075,0.000568,0.958230460660921,186,4263,0.000290176237574546
"GeographicField13A",180,0.95780525,0.00055725,0.958389057498265,187,4263,0.000131579400230786
"GeographicField8B",172,0.9577765,0.00060775,0.95819960980988,184,4263,0.000321027088615033
"GeographicField7B",170,0.95775575,0.00065725,0.958276088861392,180,4263,0.000244548037102943
"PropertyField34",152,0.9577555,0.00062375,0.957976479227109,186,4263,0.000544157671386603
"GeographicField16A",185,0.9577295,0.00058125,0.95810904987625,185,4263,0.000411587022245641
"GeographicField8A",171,0.9577085,0.0006405,0.958245677387239,180,4263,0.000274959511256001
"GeographicField12B",179,0.95770675,0.0006185,0.95817723759285,187,4263,0.000343399305645087
"PropertyField35",153,0.95769525,0.00069375,0.958239615085117,185,4263,0.000281021813377857
"GeographicField6A",167,0.95768975,0.00065225,0.958274679298309,186,4263,0.000245957600186753
"GeographicField13B",181,0.9576825,0.0006435,0.958301495506977,182,4263,0.000219141391518574
"GeographicField14B",182,0.9576785,0.00065575,0.958123952252408,182,4263,0.00039668464608722
"GeographicField6B",168,0.9576735,0.00057425,0.958097879359927,189,4263,0.000422757538568574
"SalesField3",26,0.95767275,0.000553,0.958302981271778,178,4263,0.00021765562671705
"CoverageField6A",17,0.9576695,0.00057625,0.958214837670036,181,4263,0.000305799228459191
"CoverageField6B",18,0.9576695,0.00057625,0.958214837670036,184,4263,0.000305799228459191
"GeographicField16B",186,0.95764625,0.00058275,0.958200236919652,189,4263,0.000320399978843033
"SalesField11",33,0.9576235,0.00059775,0.958154720057554,182,4263,0.000365916840941449
"GeographicField26B",202,0.95761375,0.0006175,0.95811812192933,188,4263,0.000402514969165768
"GeographicField27B",204,0.95760775,0.00062925,0.958082754307022,191,4263,0.000437882591473371
"CoverageField5A",15,0.9575845,0.000572,0.9580377937994,187,4263,0.000482843099094965
"CoverageField5B",16,0.9575845,0.000572,0.9580377937994,188,4263,0.000482843099094965
"GeographicField19A",190,0.95757025,0.000631,0.958173603334835,188,4263,0.000347033563659949
"GeographicField23B",196,0.95756825,0.0006895,0.958204591647798,186,4263,0.000316045250697283
"SalesField12",34,0.95755825,0.00065875,0.95809390838768,184,4263,0.000426728510815044
"GeographicField5B",166,0.957558,0.00070725,0.95814755695149,186,4263,0.000373079947004973
"GeographicField21B",194,0.957557,0.0006455,0.958063544292584,183,4263,0.000457092605911535
"PersonalField11",46,0.9575545,0.00071575,0.957891660883247,180,4263,0.00062897601524825
"PropertyField32",150,0.9575535,0.00067775,0.957953663777317,182,4263,0.000566973121178482
"GeographicField7A",169,0.95754725,0.00062825,0.958018705630593,183,4263,0.000501931267902211
"GeographicField9B",174,0.95754525,0.00062425,0.957856249159376,186,4263,0.000664387739119365
"GeographicField25B",200,0.957543,0.00068825,0.958023899589801,191,4263,0.000496737308694262
"GeographicField26A",201,0.9575425,0.0006095,0.957957650076664,189,4263,0.000562986821831313
"GeographicField45B",240,0.957537,0.0005455,0.958127079173749,189,4263,0.000393557724745919
"GeographicField45A",239,0.9575345,0.00063425,0.957970429311983,189,4263,0.00055020758651203
"PersonalField10B",45,0.95753325,0.00063775,0.957867142245536,184,4263,0.000653494652959163
"GeographicField15B",184,0.95752825,0.00061425,0.958193178789769,187,4263,0.000327458108726031
"GeographicField25A",199,0.957525,0.0006615,0.958093374590069,187,4263,0.000427262308426712
"PersonalField15",49,0.95752275,0.00063725,0.957862841210441,178,4263,0.000657795688053908
"GeographicField15A",183,0.95751825,0.000561,0.958044412841586,182,4263,0.000476224056908836
"GeographicField9A",173,0.95751425,0.00064375,0.957939008225318,183,4263,0.000581628673177237
"GeographicField24B",198,0.957514,0.00072375,0.958223839257011,189,4263,0.000296797641483826
"GeographicField17B",188,0.95751325,0.0005385,0.95798236165269,190,4263,0.000538275245805409
"count_0",275,0.95749725,0.00063525,0.958082274829041,154,4263,0.000438362069454468
"Field6",1,0.95749125,0.00058525,0.957981489598497,183,4263,0.000539147299998377
"GeographicField43A",235,0.9574905,0.00067475,0.957857578616669,187,4263,0.000663058281826112
"GeographicField19B",191,0.9574895,0.0006665,0.958152569154419,189,4263,0.000368067744076273
"GeographicField41B",232,0.9574745,0.000546,0.958059000241005,185,4263,0.000461636657490105
"PropertyField24B",141,0.9574665,0.00075525,0.957954619407587,189,4263,0.0005660174909079
"GeographicField64",272,0.957457,0.00062975,0.957950851206136,154,4263,0.000569785692359659
"Field11",5,0.957449,0.00062975,0.957910858751681,189,4263,0.000609778146814399
"CoverageField3A",11,0.957437,0.00065725,0.957679297974321,187,4263,0.000841338924174373
"Field10",4,0.957436,0.000606,0.957806281991645,191,4263,0.000714354906850123
"SalesField2B",25,0.95743,0.00069525,0.957831927942434,181,4263,0.000688708956061101
"GeographicField27A",203,0.95742825,0.00066425,0.957929528172529,188,4263,0.000591108725966683
"GeographicField40A",229,0.95742425,0.000498,0.957821826611883,182,4263,0.000698810286612561
"PropertyField33",151,0.95742125,0.00059075,0.958122215855771,185,4263,0.000398421042724473
"PropertyField24A",140,0.957413,0.00081825,0.957958507767725,188,4263,0.000562129130770472
"Field9",3,0.95740725,0.0006455,0.957736936741551,186,4263,0.000783700156944178
"PropertyField21B",137,0.95740125,0.00060825,0.957713955971145,184,4263,0.000806680927350811
"CoverageField3B",12,0.9574005,0.000539,0.957799509196468,194,4263,0.000721127702027813
"GeographicField43B",236,0.95739375,0.00062825,0.957896664940641,188,4263,0.000623971957854241
"PropertyField25",142,0.95738775,0.000615,0.957716152759185,188,4263,0.000804484139310668
"PersonalField45",76,0.95738125,0.00061575,0.957786487233855,176,4263,0.000734149664640249
"GeographicField47A",243,0.95737725,0.00065625,0.9580223800379,183,4263,0.000498256860595236
"PersonalField31",62,0.9573695,0.000612,0.957756064481269,175,4263,0.00076457241722605
"CoverageField4A",13,0.957367,0.00067975,0.95779050553696,187,4263,0.000730131361535657
"PersonalField75",106,0.9573585,0.000684,0.957751104670034,179,4263,0.000769532228461323
"GeographicField24A",197,0.95735425,0.00064225,0.958004901937645,185,4263,0.000515734960850001
"Field8",2,0.9573475,0.00071425,0.957792740594553,184,4263,0.000727896303942099
"CoverageField2B",10,0.9573475,0.00068475,0.957752735463911,188,4263,0.000767901434584051
"CoverageField1A",7,0.95734075,0.00064175,0.957768880299197,192,4263,0.000751756599298381
"CoverageField4B",14,0.957333,0.000649,0.95763862389767,187,4263,0.000882013000825466
"CoverageField2A",9,0.95732675,0.00069025,0.957774014781542,189,4263,0.000746622116952977
"PropertyField21A",136,0.95732475,0.00062525,0.957751806969357,183,4263,0.000768829929138515
"GeographicField47B",244,0.95732425,0.00064225,0.957859825579275,184,4263,0.000660811319220356
"PersonalField28",59,0.95732125,0.00055775,0.95772846336117,183,4263,0.000792173537325747
"SalesField2A",24,0.9573175,0.000616,0.957904721404603,188,4263,0.000615915493891839
"PropertyField16A",130,0.95731,0.00070325,0.958047479418493,188,4263,0.000473157480001873
"CoverageField1B",8,0.95730975,0.000624,0.957725277107561,191,4263,0.000795359790934258
"PropertyField7",121,0.95730825,0.00058075,0.95761839626978,179,4263,0.000902240628715134
"GeographicField40B",230,0.95730825,0.000558,0.957758230181322,181,4263,0.000762406717173203
"PersonalField29",60,0.95730225,0.000642,0.957630465927814,178,4263,0.000890170970681448
"GeographicField22B",195,0.957297,0.0006045,0.957685970323971,180,4263,0.00083466657452469
"PropertyField28",146,0.95729425,0.0006405,0.957780132126271,178,4263,0.000740504772224204
"PropertyField27",145,0.95729425,0.0006875,0.957822408463329,181,4263,0.000698228435166315
"PersonalField23",55,0.95729325,0.000588,0.95760718300145,179,4263,0.000913453897045446
"PropertyField31",149,0.95729325,0.0005725,0.958043575008279,180,4263,0.000477061890216568
"PropertyField16B",131,0.95728975,0.000767,0.957913271516886,188,4263,0.00060736538160977
"CoverageField11B",22,0.9572855,0.00066225,0.957831678708353,190,4263,0.000688958190142364
"PropertyField4",119,0.95728275,0.00058075,0.95769374077845,185,4263,0.000826896120045495
"GeographicField44B",238,0.95727975,0.000609,0.957638241009342,190,4263,0.000882395889153065
"PersonalField16",50,0.9572795,0.00067725,0.957843252115352,179,4263,0.000677384783143609
"PersonalField24",56,0.957277,0.00061075,0.957698811590669,177,4263,0.000821825307826041
"CoverageField11A",21,0.95727675,0.0007315,0.957877861672753,188,4263,0.000642775225742076
"GeographicField41A",231,0.95727125,0.0005485,0.957914399697535,182,4263,0.00060623720095998
"PropertyField18",133,0.957267,0.00065925,0.957715385632974,181,4263,0.000805251265521667
"PersonalField32",63,0.95726625,0.00053825,0.957680378727716,174,4263,0.000840258170779706
"PropertyField29",147,0.95726375,0.00053325,0.95759593257213,176,4263,0.000924704326365267
"PropertyField8",122,0.95726325,0.000588,0.957664930504338,175,4263,0.000855706394157218
"PropertyField3",118,0.95725825,0.0007075,0.957743931779689,183,4263,0.000776705118806009
"PropertyField1B",116,0.9572555,0.00059125,0.957674486566051,187,4263,0.00084615033244384
"PersonalField5",40,0.95725525,0.00074275,0.957720000102458,182,4263,0.000800636796037035
"PropertyField36",154,0.9572525,0.00065575,0.95764016374111,183,4263,0.000880473157385597
"PersonalField4B",39,0.95725225,0.000657,0.957462327199095,181,4263,0.00105830969940035
"GeographicField20A",192,0.957252,0.000618,0.957770686872748,189,4263,0.00074995002574707
"PersonalField57",88,0.95725,0.00060375,0.957738335845576,173,4263,0.000782301052919765
"PersonalField4A",38,0.9572485,0.00062925,0.957620353222433,183,4263,0.000900283676062319
"PersonalField51",82,0.9572455,0.0006485,0.957624726747966,174,4263,0.000895910150529033
"PersonalField54",85,0.9572455,0.00070725,0.957672287030701,172,4263,0.000848349867794473
"PersonalField6",41,0.9572445,0.000695,0.957635710639969,179,4263,0.000884926258526764
"PersonalField34",65,0.9572435,0.00061475,0.957714729893334,180,4263,0.000805907005161144
"SalesField13",35,0.957242,0.00061075,0.957633408152772,180,4263,0.000887228745723778
"PersonalField36",67,0.95723775,0.000611,0.957682768020285,177,4263,0.000837868878210357
"GeographicField20B",193,0.9572365,0.0006305,0.957742735301864,184,4263,0.000777901596631048
"PropertyField14",128,0.95723525,0.00066075,0.957811994324967,184,4263,0.000708642573528095
"PersonalField22",54,0.95723475,0.00058025,0.957560764539521,182,4263,0.000959872358974545
"PersonalField46",77,0.957232,0.000625,0.957698950787735,181,4263,0.000821686110760389
"PropertyField38",155,0.9572315,0.000682,0.957711060787854,182,4263,0.000809576110640919
"Field12",6,0.957231,0.00061875,0.957711704140497,187,4263,0.000808932757997871
"PersonalField38",69,0.957231,0.00063275,0.957730866149299,178,4263,0.000789770749196061
"PropertyField13",127,0.95722825,0.00070425,0.95763883264507,186,4263,0.000881804253425322
"PersonalField48",79,0.9572245,0.00062525,0.957658185182265,181,4263,0.000862451716229895
"PersonalField52",83,0.95722325,0.000646,0.957685501449644,180,4263,0.000835135448851165
"PersonalField58",89,0.95722125,0.000686,0.95764827582606,175,4263,0.000872361072434935
"PersonalField79",110,0.957221,0.00056825,0.957696135999426,173,4263,0.000824500899069269
"GeographicField44A",237,0.95721975,0.000634,0.957753400891435,189,4263,0.00076723600706019
"PersonalField37",68,0.95721925,0.00063125,0.957712083413943,178,4263,0.000808553484552665
"PersonalField19",53,0.95721875,0.00069025,0.957854604098763,181,4263,0.000666032799731875
"PersonalField33",64,0.95721825,0.00063875,0.957729363707841,177,4263,0.000791273190654307
"PropertyField10",124,0.95721825,0.00067125,0.957704556361535,180,4263,0.000816080536960584
"PersonalField59",90,0.95721675,0.0006535,0.957656286356919,176,4263,0.000864350541576187
"PropertyField1A",115,0.95721375,0.00058925,0.957717160395561,187,4263,0.000803476502934219
"PersonalField42",73,0.9572135,0.00066575,0.957694070214719,173,4263,0.000826566683776786
"PropertyField22",138,0.9572135,0.00066475,0.957605818889486,181,4263,0.000914818009009721
"PersonalField7",42,0.95721125,0.0006465,0.957672735420695,182,4263,0.000847901477800672
"PersonalField30",61,0.95721125,0.00058675,0.957748861563303,174,4263,0.00077177533519257
"PersonalField44",75,0.95720825,0.000587,0.95771890349178,174,4263,0.000801733406715188
"GeographicField30A",209,0.95720825,0.000598,0.957651849546847,184,4263,0.000868787351648082
"count_less_0",274,0.9572075,0.000584,0.957623409002892,154,4263,0.000897227895603758
"PersonalField39",70,0.957206,0.000626,0.95762034285977,178,4263,0.000900294038724825
"PersonalField67",98,0.957206,0.0006865,0.957633541469629,173,4263,0.000887095428866558
"PropertyField12",126,0.95720575,0.000583,0.957675821517966,183,4263,0.000844815380529607
"PersonalField35",66,0.95720525,0.00063225,0.957736600750296,178,4263,0.000784036148199441
"PersonalField26",58,0.957205,0.00062975,0.957781911949694,178,4263,0.000738724948801561
"GeographicField63",271,0.957205,0.0006415,0.957662258527977,159,4263,0.000858378370518276
"GeographicField17A",187,0.95720425,0.0005985,0.957719343447049,186,4263,0.000801293451446639
"PersonalField18",52,0.9572035,0.000592,0.957654801989872,180,4263,0.000865834908623242
"PersonalField9",44,0.95720175,0.00063325,0.957721429571494,182,4263,0.000799207327001672
"PropertyField11B",125,0.95720175,0.00059725,0.957504690919906,181,4263,0.00101594597858901
"PersonalField40",71,0.9572,0.0006355,0.957722905696609,174,4263,0.000797731201886087
"PropertyField17",132,0.9572,0.0006005,0.95770504278009,185,4263,0.000815594118405594
"PersonalField83",114,0.95719775,0.00060425,0.957625726527999,181,4263,0.000894910370496604
"GeographicField46B",242,0.95719725,0.00063275,0.957670248092519,183,4263,0.000850388805976543
"PersonalField43",74,0.95719675,0.00061525,0.957595319439903,175,4263,0.000925317458592589
"PersonalField53",84,0.9571945,0.00065125,0.957622154012173,182,4263,0.000898482886322771
"PropertyField19",134,0.9571935,0.00064475,0.957740102703621,177,4263,0.000780534194874782
"PersonalField61",92,0.95718925,0.00065025,0.957666330331339,177,4263,0.000854306567156349
"PersonalField55",86,0.957189,0.00063225,0.957694825725108,172,4263,0.000825811173387425
"PersonalField60",91,0.95718825,0.00059075,0.957609323879311,177,4263,0.000911313019184012
"PersonalField50",81,0.9571855,0.00066775,0.957677732923102,180,4263,0.000842903975393217
"PersonalField76",107,0.95718525,0.00064775,0.957644775607879,180,4263,0.000875861290616009
"PersonalField66",97,0.957185,0.0006285,0.957694740606681,175,4263,0.000825896291814621
"PersonalField68",99,0.957185,0.00063,0.957695589381032,175,4263,0.000825047517463262
"SalesField15",37,0.9571845,0.000658,0.957688935587778,176,4263,0.000831701310717414
"PersonalField41",72,0.95718425,0.0006325,0.9576571342155,179,4263,0.000863502682994954
"PropertyField15",129,0.9571835,0.000613,0.957652094394871,182,4263,0.000868542503623893
"PersonalField63",94,0.95718325,0.0006025,0.957698068852864,180,4263,0.000822568045631522
"GeographicField28B",206,0.9571825,0.000713,0.957747348759182,183,4263,0.000773288139313322
"PersonalField8",43,0.95717775,0.0006225,0.957686204038157,183,4263,0.000834432860337908
"PersonalField64",95,0.95717775,0.0006225,0.957686204038157,178,4263,0.000834432860337908
"PersonalField65",96,0.95717775,0.0006225,0.957686204038157,178,4263,0.000834432860337908
"PersonalField69",100,0.95717775,0.0006225,0.957686204038157,175,4263,0.000834432860337908
"PersonalField70",101,0.95717775,0.0006225,0.957686204038157,174,4263,0.000834432860337908
"PersonalField71",102,0.95717775,0.0006225,0.957686204038157,177,4263,0.000834432860337908
"PersonalField72",103,0.95717775,0.0006225,0.957686204038157,179,4263,0.000834432860337908
"PersonalField73",104,0.95717775,0.0006225,0.957686204038157,180,4263,0.000834432860337908
"PropertyField5",120,0.95717775,0.0006225,0.957686204038157,183,4263,0.000834432860337908
"PropertyField9",123,0.95717775,0.0006225,0.957686204038157,175,4263,0.000834432860337908
"PropertyField20",135,0.95717775,0.0006225,0.957686204038157,175,4263,0.000834432860337908
"GeographicField10B",175,0.95717775,0.0006225,0.957686204038157,182,4263,0.000834432860337908
"PersonalField62",93,0.95717625,0.00063375,0.957662342586039,178,4263,0.000858294312456431
"PersonalField77",108,0.957174,0.00060225,0.957612851618796,180,4263,0.000907785279699258
"PersonalField49",80,0.9571715,0.00064,0.957680111853009,180,4263,0.000840525045486262
"PersonalField25",57,0.957171,0.00063875,0.957616324990452,182,4263,0.000904311908043631
"GeographicField1B",159,0.9571695,0.000599,0.957699642820792,183,4263,0.000820994077703197
"PersonalField56",87,0.95716775,0.00066375,0.957637665230898,174,4263,0.000882971667597099
"SalesField1A",23,0.95716725,0.00057925,0.95771176299078,185,4263,0.000808873907715002
"PersonalField81",112,0.95716675,0.00061725,0.957647514531859,176,4263,0.000873122366635948
"GeographicField36A",221,0.95716225,0.00059125,0.957579403980945,184,4263,0.000941232917550106
"PersonalField14",48,0.9571615,0.000684,0.957568866791992,181,4263,0.000951770106503602
"PersonalField78",109,0.95716025,0.00055,0.957742486983553,176,4263,0.000778149914942183
"GeographicField2A",160,0.95715925,0.0006195,0.957784264948845,183,4263,0.000736371949649817
"GeographicField38A",225,0.957158,0.000679,0.957696487221385,188,4263,0.000824149677110197
"PersonalField74",105,0.95715775,0.00065325,0.957587904497043,180,4263,0.00093273240145253
"GeographicField60B",268,0.9571575,0.0006335,0.95763744843436,172,4263,0.000883188464135043
"GeographicField35A",219,0.95715625,0.0006595,0.95760119246679,182,4263,0.000919444431705108
"GeographicField35B",220,0.957156,0.00067425,0.957685638525979,185,4263,0.000834998372516438
"GeographicField2B",161,0.9571535,0.00066575,0.9577497150611,184,4263,0.000770921837395133
"GeographicField42B",234,0.9571515,0.00055625,0.957684030578157,187,4263,0.000836606320337885
"PropertyField30",148,0.9571475,0.000556,0.957568546899012,179,4263,0.000952089999483041
"GeographicField55A",259,0.95714675,0.00064,0.957748449804116,186,4263,0.00077218709437965
"PersonalField80",111,0.95714325,0.0005815,0.957737680395127,176,4263,0.00078295650336857
"SalesField9",31,0.95714275,0.000627,0.957648154558811,184,4263,0.000872482339684622
"GeographicField28A",205,0.9571425,0.00060625,0.957708247204506,181,4263,0.000812389693989002
"PersonalField47",78,0.95714125,0.0006615,0.957702309591723,179,4263,0.000818327306772559
"PersonalField82",113,0.957138,0.00059375,0.957694905686303,178,4263,0.000825731212192093
"GeographicField34B",218,0.957135,0.000718,0.957649179498423,182,4263,0.000871457400071884
"GeographicField18B",189,0.9571345,0.0004945,0.957735264689818,189,4263,0.000785372208677471
"SalesField14",36,0.95713325,0.00063375,0.957593866401835,182,4263,0.000926770496660234
"GeographicField53A",255,0.9571315,0.00063575,0.957742669029023,180,4263,0.000777967869472151
"GeographicField36B",222,0.957129,0.000558,0.957578047146944,187,4263,0.000942589751551592
"GeographicField46A",241,0.95712775,0.000584,0.957643270611904,181,4263,0.000877366286591186
"GeographicField59B",267,0.95712625,0.00068475,0.957463774694343,182,4263,0.00105686220415213
"SalesField7",29,0.957125,0.000664,0.957467338197063,183,4263,0.00105329870143245
"GeographicField32A",213,0.95712325,0.0007005,0.957521926292868,186,4263,0.000998710605627395
"GeographicField53B",256,0.957122,0.0006555,0.95783045268489,184,4263,0.000690184213605005
"GeographicField59A",266,0.95711425,0.00062925,0.957560289303002,183,4263,0.000960347595493793
"GeographicField55B",260,0.957111,0.00065425,0.957680221359842,186,4263,0.000840415538653438
"PropertyField23",139,0.9571085,0.00059575,0.957700400259119,183,4263,0.000820236639376581
"GeographicField48B",246,0.9571085,0.00064225,0.95770481774162,186,4263,0.000815819156875008
"GeographicField50B",250,0.9571055,0.000599,0.957720813113575,186,4263,0.000799823784920717
"PropertyField26B",144,0.95710525,0.0007305,0.957555286016782,187,4263,0.000965350881712901
"GeographicField56B",261,0.95710425,0.00065875,0.957682564478315,187,4263,0.000838072420179969
"WeekDay",273,0.95710325,0.0006875,0.957467765524343,157,4263,0.00105287137415255
"GeographicField30B",210,0.9571025,0.0005975,0.957683138184227,186,4263,0.000837498714268303
"GeographicField38B",226,0.9571025,0.000648,0.957606971554938,189,4263,0.000913665343557635
"PropertyField26A",143,0.95710075,0.00067025,0.957614912487264,190,4263,0.000905724411231601
"PersonalField17",51,0.9570995,0.00065775,0.957721202797881,180,4263,0.00079943410061456
"GeographicField62B",270,0.9570995,0.0006955,0.957577793912393,165,4263,0.000942842986102477
"GeographicField48A",245,0.95709075,0.0006295,0.957817150448408,183,4263,0.000703486450087665
"GeographicField1A",158,0.95708975,0.0005935,0.957628913263592,180,4263,0.000891723634903752
"GeographicField42A",233,0.95708925,0.00056025,0.957565646221101,184,4263,0.00095499067739413
"GeographicField34A",217,0.95708175,0.00068825,0.957686166154192,184,4263,0.000834470744303761
"PropertyField39A",156,0.9570785,0.00065725,0.957785216000265,187,4263,0.000735420898230199
"GeographicField49A",247,0.95707525,0.00065275,0.957759577568431,185,4263,0.000761059330064096
"GeographicField50A",249,0.9570715,0.00065525,0.957853901944036,187,4263,0.000666734954459347
"GeographicField33A",215,0.957061,0.00069675,0.957721759730739,187,4263,0.000798877167756507
"GeographicField54A",257,0.957051,0.00061025,0.957496970688191,184,4263,0.00102366621030425
"GeographicField32B",214,0.95705075,0.0006935,0.957511223445911,190,4263,0.00100941345258454
"GeographicField3B",163,0.95704975,0.0006265,0.957695283031811,186,4263,0.000825353866684031
"GeographicField61B",269,0.95704625,0.000619,0.957401494321912,172,4263,0.00111914257658308
"GeographicField33B",216,0.95704525,0.0006635,0.957654733210713,189,4263,0.000865903687782721
"PropertyField39B",157,0.95704425,0.00071,0.957705128525097,181,4263,0.000815508373398721
"GeographicField58B",265,0.95704325,0.000742,0.957443905325383,182,4263,0.00107673157311194
"GeographicField49B",248,0.9570365,0.00063325,0.957835508603795,188,4263,0.000685128294700355
"GeographicField3A",162,0.957034,0.00066925,0.957738546231722,185,4263,0.000782090666773039
"GeographicField29A",207,0.9570335,0.00069625,0.957652901140192,183,4263,0.000867735758303456
"GeographicField39A",227,0.95703175,0.00063175,0.957607889349441,186,4263,0.00091274754905446
"GeographicField54B",258,0.957027,0.000608,0.957571531924176,187,4263,0.000949104974319548
"GeographicField29B",208,0.95702225,0.0006255,0.957569100698972,183,4263,0.00095153619952304
"GeographicField52A",253,0.95702225,0.00069875,0.957518764234871,180,4263,0.00100187266362406
"GeographicField51A",251,0.95701775,0.00063525,0.957463489311439,185,4263,0.00105714758705588
"GeographicField57A",262,0.9570115,0.000623,0.957474414690548,187,4263,0.0010462222079477
"GeographicField31A",211,0.957011,0.00069525,0.957359457434654,186,4263,0.00116117946384098
"GeographicField52B",254,0.957001,0.000602,0.95769879958926,183,4263,0.000821837309235018
"GeographicField4B",165,0.956998,0.0006435,0.957624770656736,187,4263,0.000895866241759302
"GeographicField57B",263,0.9569945,0.000668,0.957452298310784,189,4263,0.00106833858771149
"GeographicField31B",212,0.9569925,0.00069825,0.95743386298971,186,4263,0.00108677390878509
"GeographicField51B",252,0.9569915,0.00065225,0.957463484732589,186,4263,0.00105715216590674
"GeographicField39B",228,0.956991,0.00057925,0.957621488343657,188,4263,0.000899148554838636
"GeographicField58A",264,0.95698375,0.00068675,0.957348179725023,190,4263,0.00117245717347214
