"SelectedVars","N","test_auc_mean","test_auc_std","val_auc","time_secs","TimeTaken","Max_Diff"
"PersonalField1",39,0.9417705,0.00069925,0.942057691637823,137,3447,0
"SalesField1B",24,0.941508,0.0009045,0.941978527596374,149,3447,7.91640414492534e-05
"SalesField1A",23,0.9414375,0.0009055,0.941913885163487,147,3447,0.00014380647433665
"PersonalField9",47,0.937555,0.00064475,0.938481349290168,135,3447,0.00357634234765491
"PersonalField12",50,0.937552,0.00062475,0.938430175619339,136,3447,0.0036275160184841
"PersonalField27",63,0.9371765,0.00060475,0.93841365883677,137,3447,0.00364403280105363
"count_0",281,0.93708975,0.000473,0.938122885613442,116,3447,0.00393480602438157
"CoverageField11B",22,0.93693525,0.0006755,0.937942028427624,149,3447,0.00411566321019952
"CoverageField11A",21,0.936906,0.00072975,0.93789522206473,146,3447,0.00416246957309274
"PersonalField82",118,0.93635,0.0005275,0.937322146540336,138,3447,0.00473554509748686
"SalesField2B",26,0.93633175,0.00074625,0.936913576113226,147,3447,0.00514411552459737
"PersonalField26",62,0.93623,0.0005165,0.937000010839634,135,3447,0.00505768079818902
"SalesField2A",25,0.93615075,0.0007775,0.937044201570131,144,3447,0.00501349006769214
"CoverageField4B",14,0.93588525,0.00078475,0.936488069577205,148,3447,0.00556962206061795
"PersonalField22",58,0.93585775,0.00060775,0.936420674483785,135,3447,0.00563701715403797
"CoverageField4A",13,0.93580825,0.00075775,0.936432636225534,148,3447,0.00562505541228897
"PersonalField83",119,0.93580625,0.00064175,0.936597433067914,138,3447,0.00546025856990895
"PropertyField34",158,0.93578425,0.000695,0.936274491875051,141,3447,0.00578319976277242
"PersonalField28",64,0.93578025,0.00064125,0.936539843704075,135,3447,0.00551784793374843
"CoverageField2B",10,0.93577375,0.00079575,0.936586035055002,150,3447,0.00547165658282123
"CoverageField1A",7,0.935768,0.00081425,0.93661543976035,149,3447,0.00544225187747283
"CoverageField2A",9,0.93575225,0.00074325,0.936478644133237,151,3447,0.00557904750458627
"PropertyField21A",142,0.93575175,0.000763,0.936497813853788,149,3447,0.00555987778403555
"PersonalField81",117,0.935741,0.000673,0.936712611410006,135,3447,0.00534508022781743
"PersonalField25",61,0.9357335,0.00065325,0.9366464714519,135,3447,0.00541122018592322
"SalesField3",27,0.93573175,0.00066625,0.936630156427958,137,3447,0.00542753520986505
"SalesField4",28,0.93573125,0.00067575,0.93624523306635,136,3447,0.00581245857147339
"CoverageField1B",8,0.93572275,0.0007775,0.936594562658617,150,3447,0.00546312897920598
"PersonalField84",120,0.93569925,0.00054475,0.936650912214243,136,3447,0.00540677942358014
"PropertyField21B",143,0.93568875,0.00084075,0.936448140310892,151,3447,0.00560955132693108
"PersonalField24",60,0.93546675,0.00070725,0.936254786187959,137,3447,0.00580290544986417
"PersonalField80",116,0.93535025,0.00066775,0.936326766253425,136,3447,0.00573092538439857
"CoverageField9",20,0.9353405,0.00068875,0.936651469147101,145,3447,0.00540622249072209
"CoverageField3A",11,0.93525475,0.00072925,0.935796764701906,152,3447,0.00626092693591751
"PersonalField13",51,0.93522475,0.00066275,0.935937124506517,135,3447,0.00612056713130649
"CoverageField3B",12,0.93521675,0.0007875,0.935869973875533,152,3447,0.00618771776228988
"CoverageField8",19,0.9352145,0.00066025,0.936148058091003,139,3447,0.0059096335468205
"PersonalField23",59,0.93515375,0.0006975,0.935903924656794,139,3447,0.00615376698102899
"PersonalField79",115,0.93509675,0.0006555,0.935850365597468,135,3447,0.00620732604035468
"SalesField10",33,0.93509,0.00058,0.935796516479991,137,3447,0.00626117515783176
"count_less_0",280,0.93505375,0.00050275,0.935884400147601,118,3447,0.0061732914902225
"PersonalField15",53,0.93472675,0.00075375,0.935507150506223,145,3447,0.00655054113160047
"PersonalField2",40,0.93465275,0.0005705,0.934970847925758,137,3447,0.00708684371206492
"PropertyField39B",163,0.93463625,0.000572,0.935578204197865,150,3447,0.00647948743995841
"GeographicField11B",183,0.93463425,0.00077,0.935374986892823,154,3447,0.00668270474500055
"PropertyField39A",162,0.934589,0.0005115,0.935575099255007,149,3447,0.00648259238281568
"CoverageField6A",17,0.93453825,0.00074525,0.935445581060633,140,3447,0.00661211057718969
"CoverageField6B",18,0.93453825,0.00074525,0.935445581060633,142,3447,0.00661211057718969
"GeographicField24B",204,0.93451975,0.0007725,0.935563373492772,151,3447,0.00649431814505164
