"DroppedVar","N","test_auc_mean","test_auc_std","val_auc","time_secs","TimeTaken","Max_Diff"
"",20,0.96280575,0.00079875,0.963395672252718,179,439,0
"CoverageField9",19,0.962541,0.00086575,0.963198646758979,178,439,0.0001970254937389
"CoverageField8",13,0.9625205,0.0008065,0.963076687620771,182,439,0.000318984631947572
"PersonalField10A",2,0.96245425,0.0008165,0.962834917210987,225,439,0.000560755041731031
"GeographicField11B",17,0.96235625,0.00072525,0.962847789035491,178,439,0.000547883217227763
"PropertyField34",18,0.96235325,0.000768,0.963138040414417,180,439,0.000257631838300965
"SalesField10",14,0.9622435,0.0007545,0.962873255109739,184,439,0.000522417142979403
"PersonalField13",11,0.96206025,0.00073675,0.962818717236698,224,439,0.000576955016020397
"SalesField3",16,0.96205875,0.00081775,0.962549102304744,181,439,0.000846569947974829
"SalesField4",12,0.9619685,0.0009585,0.962575503235739,239,439,0.000820169016979233
"SalesField6",15,0.961961,0.0008835,0.962437139665501,180,439,0.000958532587217231
"PersonalField84",10,0.96191375,0.000731,0.962580446755905,236,439,0.000815225496813343
"PersonalField27",7,0.96110925,0.000729,0.961722423848808,232,439,0.0016732484039107
"PersonalField12",9,0.9609205,0.00082125,0.961424599821758,233,439,0.00197107243096017
"PersonalField2",8,0.95990825,0.00086775,0.960630880319792,237,439,0.00276479193292645
"SalesField1B",6,0.9584845,0.00072775,0.959748614325408,232,439,0.00364705792731079
"SalesField5",3,0.9575095,0.000844,0.958571738078886,242,439,0.00482393417383253
"PersonalField1",5,0.95708525,0.000721,0.957824919746125,234,439,0.00557075250659378
"Field7",4,0.95647675,0.000807,0.957614536443113,235,439,0.00578113580960515
"PropertyField37",1,0.94345275,0.0009785,0.944572737959557,246,439,0.0188229342931618
