"DroppedVar","N","test_auc_mean","test_auc_std","val_auc","time_secs","TimeTaken","Max_Diff"
"",13,0.95886825,0.000798,0.959197483305176,104,295,0
"PersonalField10A",2,0.9584585,0.00080375,0.958431527400217,176,295,0.000765955904959204
"PersonalField13",11,0.95807675,0.00082025,0.958464012467223,185,295,0.000733470837952943
"SalesField4",12,0.95807075,0.0007545,0.958205781618835,184,295,0.000991701686341329
"PersonalField84",10,0.95791225,0.00086825,0.95813235993833,181,295,0.00106512336684661
"PersonalField27",7,0.957242,0.00072575,0.957268434314112,185,295,0.00192904899106427
"PersonalField12",9,0.95667625,0.00089175,0.956893868650504,185,295,0.00230361465467233
"PersonalField2",8,0.95577125,0.0008665,0.955918573950709,185,295,0.00327890935446751
"SalesField1B",6,0.95318325,0.0008335,0.953780625300704,173,295,0.00541685800447256
"PersonalField1",5,0.95226725,0.0008405,0.952748650693244,179,295,0.00644883261193252
"SalesField5",3,0.94968675,0.000987,0.950342842931889,180,295,0.00885464037328743
"Field7",4,0.9477745,0.00094525,0.94751035818384,173,295,0.0116871251213359
"PropertyField37",1,0.93656,0.0013305,0.936907042285864,184,295,0.0222904410193125
