"SelectedVars","N","test_auc_mean","test_auc_std","val_auc","time_secs","TimeTaken","Max_Diff"
"SalesField3",25,0.96169125,0.000638,0.962351838469768,205,4824,0
"PropertyField34",147,0.96144125,0.0006305,0.961820399785664,209,4824,0.000531438684104879
"GeographicField16A",180,0.961315,0.000674,0.9618332982157,215,4824,0.000518540254068278
"GeographicField13A",175,0.96131325,0.000731,0.961954070274778,208,4824,0.000397768194990822
"GeographicField11A",171,0.9613045,0.00064975,0.961884037040294,210,4824,0.000467801429474002
"GeographicField11B",172,0.96126,0.000685,0.961787053798302,213,4824,0.0005647846714667
"GeographicField8A",166,0.96125075,0.00070425,0.961814356714715,213,4824,0.000537481755053082
"GeographicField6A",162,0.9612475,0.00061725,0.961774638991311,210,4824,0.000577199478457247
"GeographicField12A",173,0.96123575,0.00064025,0.961750385203973,210,4824,0.000601453265795637
"GeographicField41B",227,0.961197,0.0006365,0.961764401933981,217,4824,0.000587436535787411
"GeographicField8B",167,0.96119125,0.000625,0.961603566954344,215,4824,0.000748271515424226
"GeographicField13B",176,0.9611885,0.000719,0.961773090616749,213,4824,0.000578747853019257
"GeographicField16B",181,0.961186,0.00064175,0.961784305620223,209,4824,0.000567532849545471
"GeographicField12B",174,0.9611855,0.00060725,0.961686805353672,209,4824,0.000665033116096336
"GeographicField6B",163,0.96117875,0.00068525,0.961650055400394,209,4824,0.000701783069374851
"GeographicField19A",185,0.96117625,0.00065725,0.96162860425536,212,4824,0.000723234214408675
"PersonalField10B",41,0.96117225,0.00065275,0.961553411427149,210,4824,0.000798427042619232
"CoverageField6A",17,0.96115725,0.00061025,0.961776873470524,214,4824,0.00057496499924492
"CoverageField6B",18,0.96115725,0.00061025,0.961776873470524,213,4824,0.00057496499924492
"GeographicField5B",161,0.96115575,0.00063375,0.961707424690202,211,4824,0.000644413779566588
"CoverageField5A",15,0.96114825,0.0006535,0.961702030418319,212,4824,0.000649808051449319
"CoverageField5B",16,0.96114825,0.0006535,0.961702030418319,212,4824,0.000649808051449319
"Field11",5,0.9611425,0.0005445,0.961455857178357,219,4824,0.000895981291411663
"GeographicField26B",197,0.961142,0.00068325,0.961667286676489,211,4824,0.000684551793279864
"GeographicField7B",165,0.96114125,0.00061425,0.961798463378837,217,4824,0.00055337509093123
"GeographicField9B",169,0.96113925,0.00060975,0.961746317931263,210,4824,0.000605520538505155
"CoverageField9",19,0.96113125,0.00064475,0.961605190807648,222,4824,0.000746647662120847
"Field6",1,0.96113075,0.000566,0.961608866323518,220,4824,0.000742972146249965
"PersonalField15",44,0.961124,0.00058775,0.961531444944502,211,4824,0.000820393525265972
"GeographicField14B",177,0.96112375,0.00067475,0.961594657715561,213,4824,0.00075718075420772
"GeographicField21B",189,0.961117,0.000616,0.96169015615672,217,4824,0.000661682313047973
"GeographicField64",267,0.96111225,0.0006355,0.961590107687377,168,4824,0.000761730782391723
"GeographicField27B",199,0.96110525,0.000734,0.961591794005845,215,4824,0.000760044463923082
"GeographicField7A",164,0.961096,0.0006625,0.961532438940723,211,4824,0.000819399529045306
"PersonalField11",42,0.9610915,0.00070775,0.961597057852777,210,4824,0.000754780616991746
"GeographicField23B",191,0.96108675,0.0005875,0.961754957740824,217,4824,0.000596880728944926
"GeographicField9A",168,0.961082,0.00054875,0.961728540325965,213,4824,0.000623298143803686
"GeographicField41A",226,0.96108125,0.0006215,0.961430608045242,215,4824,0.000921230424526742
"Field9",3,0.961078,0.0006055,0.961415940588231,222,4824,0.000935897881537695
"PropertyField35",148,0.961071,0.0006375,0.96167565536988,214,4824,0.000676183099888039
"GeographicField19B",186,0.9610705,0.00064575,0.961577625161592,213,4824,0.000774213308176175
"PropertyField24A",135,0.96106875,0.0007165,0.9614198341056,212,4824,0.000932004364168071
"GeographicField26A",196,0.96106875,0.000651,0.961464762802258,212,4824,0.00088707566751034
"Field10",4,0.96106575,0.00059,0.961476883888017,210,4824,0.000874954581751908
"GeographicField24B",193,0.96105525,0.00065825,0.961599996414654,210,4824,0.000751842055114693
"PropertyField32",145,0.9610415,0.0006715,0.96156283648553,206,4824,0.000789001984238369
"GeographicField17B",183,0.9610275,0.000643,0.961622100841207,213,4824,0.000729737628561433
"GeographicField27A",198,0.96100525,0.000628,0.961446104418851,211,4824,0.00090573405091765
"GeographicField45A",234,0.96099825,0.00062,0.961539430845963,211,4824,0.000812407623804967
"GeographicField25B",195,0.960998,0.00069275,0.961549768541615,213,4824,0.000802069928153015
"GeographicField45B",235,0.96099275,0.00066725,0.961626977365555,211,4824,0.000724861104213104
"GeographicField15B",179,0.960992,0.00060175,0.961645970920845,218,4824,0.000705867548923877
"GeographicField22B",190,0.9609885,0.00066775,0.961381939584206,215,4824,0.000969898885562648
"PropertyField24B",136,0.9609835,0.00072875,0.961551745111029,211,4824,0.000800093358739429
"GeographicField24A",192,0.960982,0.00068675,0.961504261511997,218,4824,0.000847576957771823
"GeographicField20A",187,0.96097925,0.0006125,0.961414419301186,211,4824,0.000937419168582143
"GeographicField15A",178,0.96097675,0.0006695,0.96163202774164,217,4824,0.00071981072812799
"PropertyField16B",126,0.96095775,0.00053525,0.961480726989828,211,4824,0.000871111479940123
"CoverageField4A",13,0.9609575,0.0006565,0.961429072009478,213,4824,0.000922766460290769
"GeographicField20B",188,0.9609545,0.0006155,0.961507621135358,214,4824,0.000844217334410757
"GeographicField43A",230,0.9609545,0.000668,0.961387577691946,213,4824,0.000964260777822745
"Field8",2,0.960953,0.000598,0.961339927567338,221,4824,0.00101191090243069
"GeographicField25A",194,0.960953,0.00066575,0.961470320081231,215,4824,0.000881518388537339
"PropertyField18",128,0.96095225,0.000619,0.961466662205986,214,4824,0.000885176263782927
"PropertyField14",123,0.96095175,0.0006525,0.96139366264733,207,4824,0.000958175822438845
"CoverageField3B",12,0.9609505,0.00060975,0.961469445472521,216,4824,0.000882392997247239
"SalesField2B",24,0.96094975,0.00062225,0.961513949010829,221,4824,0.000837889458939922
"SalesField2A",23,0.96094825,0.000639,0.961488932531535,220,4824,0.000862905938233793
"GeographicField40A",224,0.96093775,0.00072175,0.961268663489549,211,4824,0.00108317498021937
"CoverageField3A",11,0.9609355,0.00064875,0.961437698901859,219,4824,0.000914139567909755
"PropertyField31",144,0.96093225,0.0006535,0.961553453552577,214,4824,0.00079838491719153
"PropertyField12",121,0.96093175,0.00063525,0.961358544933881,206,4824,0.000993293535887174
"PropertyField3",113,0.960931,0.00064225,0.96143697129836,209,4824,0.000914867171408318
"PersonalField4A",34,0.96092225,0.00059625,0.96126557517515,218,4824,0.00108626329461825
"PropertyField13",122,0.96092025,0.0005925,0.961436644079219,213,4824,0.000915194390549212
"CoverageField1B",8,0.96091975,0.00063125,0.961311017811667,216,4824,0.00104082065810196
"PropertyField33",146,0.96091975,0.00061525,0.96156477541197,210,4824,0.00078706305779852
"PersonalField45",71,0.9609195,0.000687,0.961358295458808,208,4824,0.000993543010960551
"GeographicField38B",221,0.96091925,0.00068175,0.961506365084273,213,4824,0.000845473385495232
"PropertyField16A",125,0.9609175,0.00061975,0.961556098200428,210,4824,0.000795740269340262
"PersonalField6",37,0.96091375,0.00062175,0.961456480625048,205,4824,0.000895357844720279
"PropertyField21A",131,0.960913,0.000646,0.961384957914484,217,4824,0.000966880555284044
"PropertyField21B",132,0.9609125,0.0006105,0.961314899906008,219,4824,0.0010369385637603
"GeographicField36B",217,0.9609115,0.0005755,0.961415681762662,207,4824,0.000936156707106561
"PropertyField25",137,0.96091075,0.00057925,0.961378790154198,215,4824,0.000973048315570657
"PropertyField4",114,0.9609105,0.0006375,0.961352995945038,210,4824,0.000998842524730148
"PropertyField1B",111,0.96091,0.000691,0.961289790162752,210,4824,0.00106204830701606
