"SelectedVars","N","test_auc_mean","test_auc_std","val_auc","time_secs","TimeTaken","Max_Diff"
"Field7",2,0.93369025,0.0010605,0.934326358426458,138,3119,0
"SalesField1B",25,0.9224865,0.00102575,0.922349990526541,137,3119,0.0119763678999175
"SalesField1A",24,0.922348,0.00097175,0.922224039208776,135,3119,0.0121023192176818
"PropertyField29",154,0.921426,0.00110475,0.921072481115522,123,3119,0.0132538773109366
"PersonalField1",40,0.92093025,0.0013705,0.920469048388407,124,3119,0.0138573100380517
"count_less_0",281,0.91692075,0.00152775,0.916400005157772,106,3119,0.0179263532686864
"SalesField2B",27,0.9148705,0.0012255,0.914874386231264,137,3119,0.0194519721951941
"SalesField2A",26,0.9148605,0.001172,0.914751737903706,132,3119,0.0195746205227525
"GeographicField12A",185,0.91464975,0.001238,0.914552169219811,134,3119,0.0197741892066476
"GeographicField11A",183,0.91444475,0.001301,0.914144478269451,132,3119,0.0201818801570069
"Field6",1,0.9144185,0.00137875,0.914387720948476,131,3119,0.0199386374779823
"GeographicField11B",184,0.914418,0.00111875,0.914271712195635,136,3119,0.0200546462308233
"GeographicField6B",175,0.91433125,0.0011595,0.91419871046805,136,3119,0.0201276479584086
"GeographicField12B",186,0.91431275,0.00118875,0.914318366878069,136,3119,0.0200079915483891
"Field10",5,0.91427,0.00136775,0.913966886768254,132,3119,0.0203594716582038
"GeographicField6A",174,0.91423575,0.00128875,0.913991422853797,129,3119,0.0203349355726613
"GeographicField64",279,0.9141705,0.00136075,0.913852478829867,103,3119,0.0204738795965911
"GeographicField13A",187,0.9141095,0.00124025,0.914210312842305,131,3119,0.0201160455841533
"Field11",6,0.91407325,0.00138375,0.914042632287861,133,3119,0.020283726138597
"GeographicField13B",188,0.91404725,0.00105475,0.914301994305202,137,3119,0.0200243641212563
"CoverageField9",21,0.9139735,0.00124325,0.914291213039399,133,3119,0.020035145387059
"GeographicField8A",178,0.91397225,0.0012095,0.913851494039547,131,3119,0.0204748643869117
"Field8",3,0.913951,0.001257,0.914034145893904,139,3119,0.0202922125325546
"GeographicField8B",179,0.913853,0.001091,0.91392459712843,136,3119,0.0204017612980283
"GeographicField16A",192,0.91367425,0.001315,0.913496028546155,134,3119,0.0208303298803034
"Field9",4,0.91365625,0.00134825,0.913505240133689,129,3119,0.0208211182927689
"GeographicField7B",177,0.913613,0.00120125,0.913817812880303,137,3119,0.0205085455461556
"GeographicField9B",181,0.91359525,0.0013155,0.914100690911615,135,3119,0.0202256675148436
"GeographicField9A",180,0.91358725,0.00122625,0.913890933320621,134,3119,0.0204354251058374
"GeographicField7A",176,0.91347675,0.0012855,0.913506437286292,134,3119,0.0208199211401658
"GeographicField16B",193,0.91340425,0.00116775,0.913705029518195,134,3119,0.0206213289082631
"GeographicField14B",189,0.9123445,0.001223,0.912702405585644,134,3119,0.0216239528408146
"GeographicField15B",191,0.91227175,0.001406,0.912375647269922,138,3119,0.0219507111565361
"GeographicField17B",195,0.9119755,0.0010915,0.912054955690578,136,3119,0.0222714027358804
"PropertyField34",159,0.9119255,0.00133725,0.910877593796676,124,3119,0.0234487646297823
"GeographicField23B",203,0.91191425,0.001305,0.91167551938283,138,3119,0.0226508390436282
"GeographicField15A",190,0.911854,0.00146425,0.91157973637814,133,3119,0.0227466220483185
"GeographicField19A",197,0.91184275,0.0011745,0.912025455937926,134,3119,0.0223009024885326
"GeographicField19B",198,0.91166325,0.001213,0.912054411626701,135,3119,0.0222719467997575
"GeographicField41B",239,0.911463,0.0013125,0.911670922168383,137,3119,0.022655436258075
"GeographicField41A",238,0.911375,0.00136625,0.911494350545964,134,3119,0.0228320078804942
"GeographicField21B",201,0.910925,0.001466,0.910968966741423,136,3119,0.0233573916850353
"count_0",282,0.9102665,0.0015885,0.910939219297039,107,3119,0.0233871391294189
"GeographicField20B",200,0.9102455,0.0013035,0.910395170843295,134,3119,0.0239311875831634
"GeographicField20A",199,0.91019,0.00137825,0.910374358664847,130,3119,0.0239519997616113
"CoverageField11B",23,0.9100705,0.0012225,0.910612177767343,140,3119,0.0237141806591149
"CoverageField11A",22,0.910029,0.00129975,0.910563854503463,135,3119,0.0237625039229955
"GeographicField5B",173,0.9097225,0.00164725,0.909724831272855,129,3119,0.0246015271536031
"GeographicField47B",251,0.90961525,0.0013505,0.910186766664214,137,3119,0.0241395917622442
"GeographicField25B",207,0.90949275,0.0014555,0.909714439498565,137,3119,0.0246119189278934
"PropertyField7",128,0.909475,0.001389,0.909597215711503,130,3119,0.024729142714955
"GeographicField40B",237,0.9094305,0.00118975,0.909346499576725,135,3119,0.0249798588497334
"GeographicField47A",250,0.9092695,0.00134125,0.910173915757829,133,3119,0.0241524426686288
"PropertyField25",149,0.9091035,0.00150725,0.909101979109124,133,3119,0.0252243793173343
"GeographicField26B",209,0.90907225,0.001194,0.909232026570457,137,3119,0.0250943318560011
"PersonalField2",41,0.908969,0.001497,0.908027173593471,125,3119,0.0262991848329872
"GeographicField40A",236,0.908907,0.00120925,0.908864233798424,133,3119,0.0254621246280345
"PersonalField12",51,0.908857,0.00152825,0.908618436795406,120,3119,0.0257079216310526
"GeographicField24B",205,0.908784,0.00149175,0.908873463122981,135,3119,0.0254528953034776
"PersonalField9",48,0.9086755,0.0014095,0.908545607039819,121,3119,0.0257807513866397
"GeographicField22B",202,0.90861875,0.00149675,0.908314498652922,127,3119,0.0260118597735362
"GeographicField24A",204,0.9086055,0.001371,0.908754582370294,135,3119,0.025571776056164
"GeographicField44B",245,0.907887,0.001167,0.906403971740105,136,3119,0.0279223866863529
"CoverageField8",20,0.90784125,0.001218,0.908513278858702,129,3119,0.0258130795677565
"PersonalField27",64,0.90784125,0.0013475,0.907360719635858,124,3119,0.0269656387905999
"GeographicField26A",208,0.90781175,0.0012325,0.907887378047879,135,3119,0.0264389803785788
"GeographicField25A",206,0.90771575,0.00145275,0.90793691914149,134,3119,0.0263894392849687
"GeographicField44A",244,0.907711,0.0011905,0.906300622690477,134,3119,0.028025735735981
"PersonalField15",54,0.90740525,0.00143825,0.906603564667811,131,3119,0.0277227937586475
"PersonalField16",55,0.9071675,0.00138875,0.906837538451367,133,3119,0.0274888199750908
"PersonalField82",119,0.90703425,0.001477,0.906879676410733,124,3119,0.0274466820157253
"GeographicField27B",211,0.9070095,0.00160325,0.906953834466851,136,3119,0.0273725239596072
"PersonalField26",63,0.90689275,0.001599,0.906288956742493,118,3119,0.0280374016839654
"GeographicField45B",247,0.9068495,0.00129325,0.906664358022281,137,3119,0.0276620004041773
"PropertyField35",160,0.90684625,0.001545,0.905952686129232,127,3119,0.0283736722972261
"CoverageField6A",18,0.9066585,0.0016645,0.906270530868312,127,3119,0.0280558275581466
"CoverageField6B",19,0.9066585,0.0016645,0.906329669281491,126,3119,0.0279966891449672
"GeographicField27A",210,0.906651,0.00150525,0.906536288238925,135,3119,0.0277900701875331
"CoverageField4B",15,0.906543,0.001259,0.906616108694792,137,3119,0.0277102497316664
"CoverageField4A",14,0.906475,0.001213,0.906640096474995,136,3119,0.027686261951463
"SalesField6",30,0.9064365,0.00130525,0.906120126269907,133,3119,0.0282062321565508
"PersonalField4B",43,0.906427,0.00146625,0.906236766181189,134,3119,0.0280895922452696
"CoverageField1A",8,0.906414,0.001312,0.906642223037923,138,3119,0.0276841353885353
"PersonalField4A",42,0.906377,0.00147375,0.906288971587609,134,3119,0.0280373868388489
"PersonalField17",56,0.90634975,0.00146625,0.905795982960003,132,3119,0.0285303754664556
"CoverageField1B",9,0.906338,0.001291,0.906584147351925,140,3119,0.0277422110745329
